OS; CVE; PUBLIC_DATE; AUTHENTICATION; COMPLEXITY; VECTOR; CVSS; CWE; AVAILABILITY; CONFIDENTIALITY; INTEGRITY; SUMMARY;
Windows; CVE-2014-2783; 2014-07-08 18:55:06.567000; NONE; LOW; NETWORK; 6.4;CWE-264;NONE;PARTIAL;PARTIAL;Microsoft Internet Explorer 7 through 11 does not prevent use of wildcard EV SSL certificates, which might allow remote attackers to spoof a trust level by leveraging improper issuance of a wildcard certificate by a recognized Certification Authority, aka "Extended Validation (EV) Certificate Security Feature Bypass Vulnerability.";
Windows; CVE-2014-2777; 2014-06-11 00:56:20.650000; NONE; LOW; NETWORK; 7.5;CWE-94;PARTIAL;PARTIAL;PARTIAL;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary web script with increased privileges via unspecified vectors, aka "Internet Explorer Elevation of Privilege Vulnerability," a different vulnerability than CVE-2014-1778.;
Windows; CVE-2014-2774; 2014-08-12 17:55:06.630000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-2820, CVE-2014-2826, CVE-2014-2827, and CVE-2014-4063.;
Windows; CVE-2014-2773; 2014-06-11 00:56:20.430000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-2768.;
Windows; CVE-2014-2770; 2014-06-11 00:56:20.197000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-1781, CVE-2014-1792, and CVE-2014-1804.;
Windows; CVE-2014-2768; 2014-06-11 00:56:20.057000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-2773.;
Windows; CVE-2014-2757; 2014-06-11 00:56:19.320000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0282, CVE-2014-1775, CVE-2014-1779, CVE-2014-1799, and CVE-2014-1803.;
Windows; CVE-2014-1815; 2014-05-14 07:13:06.773000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, as exploited in the wild in May 2014, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0310.;
Windows; CVE-2014-1804; 2014-06-11 00:56:18.570000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-1781, CVE-2014-1792, and CVE-2014-2770.;
Windows; CVE-2014-1803; 2014-06-11 00:56:18.460000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0282, CVE-2014-1775, CVE-2014-1779, CVE-2014-1799, and CVE-2014-2757.;
Windows; CVE-2014-1800; 2014-06-11 00:56:18.320000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability.";
Windows; CVE-2014-1799; 2014-06-11 00:56:18.257000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0282, CVE-2014-1775, CVE-2014-1779, CVE-2014-1803, and CVE-2014-2757.;
Windows; CVE-2014-1796; 2014-06-11 00:56:18.117000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 and 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability.";
Windows; CVE-2014-1792; 2014-06-11 00:56:17.897000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-1781, CVE-2014-1804, and CVE-2014-2770.;
Windows; CVE-2014-1791; 2014-06-11 00:56:17.820000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability.";
Windows; CVE-2014-1781; 2014-06-11 00:56:17.197000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-1792, CVE-2014-1804, and CVE-2014-2770.;
Windows; CVE-2014-1779; 2014-06-11 00:56:17.070000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0282, CVE-2014-1775, CVE-2014-1799, CVE-2014-1803, and CVE-2014-2757.;
Windows; CVE-2014-1778; 2014-06-11 00:56:16.993000; NONE; MEDIUM; NETWORK; 6.8;CWE-264;PARTIAL;PARTIAL;PARTIAL;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary web script with increased privileges via unspecified vectors, aka "Internet Explorer Elevation of Privilege Vulnerability," a different vulnerability than CVE-2014-2777.;
Windows; CVE-2014-1776; 2014-04-27 06:55:03.340000; NONE; LOW; NETWORK; 10.0;CWE-416;COMPLETE;COMPLETE;COMPLETE;Use-after-free vulnerability in Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via vectors related to the CMarkup::IsConnectedToPrimaryMarkup function, as exploited in the wild in April 2014.  NOTE: this issue originally emphasized VGX.DLL, but Microsoft clarified that "VGX.DLL does not contain the vulnerable code leveraged in this exploit. Disabling VGX.DLL is an exploit-specific workaround that provides an immediate, effective workaround to help block known attacks.";
Windows; CVE-2014-1775; 2014-06-11 00:56:16.867000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0282, CVE-2014-1779, CVE-2014-1799, CVE-2014-1803, and CVE-2014-2757.;
Windows; CVE-2014-1771; 2014-06-11 00:56:16.570000; NONE; MEDIUM; NETWORK; 6.8;CWE-310;PARTIAL;PARTIAL;PARTIAL;SChannel in Microsoft Internet Explorer 6 through 11 does not ensure that a server's X.509 certificate is the same during renegotiation as it was before renegotiation, which allows man-in-the-middle attackers to obtain sensitive information or modify TLS session data via a "triple handshake attack," aka "TLS Server Certificate Renegotiation Vulnerability.";
Windows; CVE-2014-1770; 2014-05-22 07:14:15.003000; NONE; MEDIUM; NETWORK; 9.3;CWE-399;COMPLETE;COMPLETE;COMPLETE;Use-after-free vulnerability in Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code via crafted JavaScript code that interacts improperly with a CollectGarbage function call on a CMarkup object allocated by the CMarkup::CreateInitialMarkup function.;
Windows; CVE-2014-1765; 2014-04-27 06:55:03.247000; NONE; HIGH; NETWORK; 7.6;CWE-399;COMPLETE;COMPLETE;COMPLETE;Multiple use-after-free vulnerabilities in Microsoft Internet Explorer 6 through 11 allow remote attackers to execute arbitrary code via unspecified vectors, as demonstrated by Sebastian Apelt and Andreas Schmidt during a Pwn2Own competition at CanSecWest 2014.;
Windows; CVE-2014-1764; 2014-04-27 06:55:03.233000; NONE; LOW; NETWORK; 10.0;CWE-264;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code and bypass a sandbox protection mechanism by leveraging "object confusion" in a broker process, as demonstrated by VUPEN during a Pwn2Own competition at CanSecWest 2014.;
Windows; CVE-2014-1762; 2014-04-27 06:55:03.153000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Unspecified vulnerability in Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code with medium-integrity privileges and bypass a sandbox protection mechanism via unknown vectors, as demonstrated by ZDI during a Pwn4Fun competition at CanSecWest 2014.;
Windows; CVE-2014-1753; 2014-04-08 19:55:06.477000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability.";
Windows; CVE-2014-0324; 2014-03-12 01:15:20.067000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0297, CVE-2014-0308, and CVE-2014-0312.;
Windows; CVE-2014-0312; 2014-03-12 01:15:19.723000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0297, CVE-2014-0308, and CVE-2014-0324.;
Windows; CVE-2014-0311; 2014-03-12 01:15:19.677000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0299 and CVE-2014-0305.;
Windows; CVE-2014-0310; 2014-05-14 07:13:04.380000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-1815.;
Windows; CVE-2014-0309; 2014-03-12 01:15:19.630000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability.";
Windows; CVE-2014-0308; 2014-03-12 01:15:19.600000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0297, CVE-2014-0312, and CVE-2014-0324.;
Windows; CVE-2014-0306; 2014-03-12 01:15:19.553000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 and 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability.";
Windows; CVE-2014-0305; 2014-03-12 01:15:19.520000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0299 and CVE-2014-0311.;
Windows; CVE-2014-0303; 2014-03-12 01:15:19.473000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0302.;
Windows; CVE-2014-0302; 2014-03-12 01:15:19.460000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0303.;
Windows; CVE-2014-0299; 2014-03-12 01:15:19.397000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0305 and CVE-2014-0311.;
Windows; CVE-2014-0297; 2014-03-12 01:15:19.333000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0308, CVE-2014-0312, and CVE-2014-0324.;
Windows; CVE-2014-0287; 2014-02-11 23:50:40.547000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0281.;
Windows; CVE-2014-0286; 2014-02-11 23:50:40.517000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0275 and CVE-2014-0285.;
Windows; CVE-2014-0285; 2014-02-11 23:50:40.500000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0275 and CVE-2014-0286.;
Windows; CVE-2014-0282; 2014-06-11 00:56:16.350000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-1775, CVE-2014-1779, CVE-2014-1799, CVE-2014-1803, and CVE-2014-2757.;
Windows; CVE-2014-0281; 2014-02-11 23:50:40.423000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0287.;
Windows; CVE-2014-0280; 2014-02-11 23:50:40.407000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability.";
Windows; CVE-2014-0279; 2014-02-11 23:50:40.377000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0277 and CVE-2014-0278.;
Windows; CVE-2014-0278; 2014-02-11 23:50:40.360000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0277 and CVE-2014-0279.;
Windows; CVE-2014-0277; 2014-02-11 23:50:40.327000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2014-0278 and CVE-2014-0279.;
